image_key,binary_label,n_positive_objects,n_total_clean_objects
2YNhC8US245x_-zV-KkH-g,0,0,1
2YSQj1rVnRg78oRvl2Nx6A,0,0,0
2YgWdxvj86d91ZzmbHI7iQ,0,0,0
2YmDEVA5Frp3LdQD7GOT8g,0,0,2
2YnD4BT1Eu7OToZQkgyfQw,0,0,7
2YrbI_wUntocZH9D6VHBwQ,0,0,1
2Yum08JYfvdkf4CD21oK2A,0,0,1
2Yx26S1kzGjygyebwuqlvQ,0,0,3
2Z6w3j7-JABDfcdqVUCYaQ,0,0,4
2ZUBKVeUMgh9pwfXp9mW_A,0,0,6
2ZVcnIiLpWc5NdIu5bixSA,0,0,0
2ZeZjP62a73fm3UuBGiAfw,0,0,1
2Zise7GrDwlSsoI-DmoAUA,0,0,0
2ZxH5xZP2x2rfN51eWpP9Q,0,0,2
2ZxfWWqSBdglhYDmzOK9zw,0,0,3
2_-9ixE3am6M1AK0FUKo3A,0,0,0
2_8839tTjTq8rOGqqttMHA,0,0,3
2_HNpDCo8-886C2XvGJ6-A,0,0,0
2_R6_sksvu4PEWLjUe6DoQ,0,0,1
2_VcJDUbP6I_LYkmyz4O0Q,1,1,2
2_Zg1yxyif0VkvjnMk-Efg,0,0,1
2_b2-C6hJtnQwJUF7zP0TQ,1,1,9
2a-uCG9umfCqSmll_nL0Tg,0,0,0
2a4sjtcw8C4cCdzQjJzG-w,0,0,1
2a9W0KPGnAW1nlUA4NvJxg,0,0,1
2aGPJXc-xitHReLk8xWhjw,0,0,2
2aGRqQhnTN2YggX_KuwfHA,0,0,4
2aM5YEXhLwFGPB9es0Lkvg,0,0,0
2aRJss8N0OFe1B2U3vWOJA,1,1,1
2afswsOBR05I_Mp3gDLfRw,0,0,0
2ajjM_jdVbqbqIjLx_Tefg,0,0,4
2alfDskMuTpkNBi4KMZBbg,0,0,1
2anDHglSF2QKYA9SbxckaA,0,0,4
2aonu8ctH92X9-NDCJov6g,0,0,3
2at86B_V0bGlzZZL7U1Esw,0,0,1
2b5dZXyXulzwww03AYLPAA,0,0,0
2bBZlNzlDNIhhypP5xvrjQ,0,0,2
2bGmzRwGvl7lDioQ9oM61Q,0,0,3
2bLNXKjrYop9E12FL-x3ZQ,0,0,1
2bMj97OTH8v84BdLDflT_A,0,0,2
2bPrPmhqeM89AS9o8SEGZQ,0,0,2
2bawhavV071tp8PodgzKbw,0,0,6
2bgUWfUAUk23GwGznVtyZg,0,0,0
2bk9IOwX2d7YHfOaidMRcw,0,0,1
2brn276FxxLHscc_cFhzTw,0,0,1
2btthTuJWsKTxBQs3VL8EQ,0,0,1
2bu1ft-Kw3K_FF-FLy_5Nw,1,1,3
2c9-8G5EhnXR2cqpn0DQKw,0,0,1
2cMo2Wn08dIwtVtzDpBUfg,0,0,0
2cVBD3X1xTKDagjCWR4_1A,0,0,0
2cYSj-n7_HUHggzrDZ958g,0,0,0
2cgdQR2KZeM3eIBiFwd-Vw,0,0,2
2ciAeqgOQesmPb0ySMa1FQ,0,0,2
2d0QcbJrk5x5m_hvsjGH-Q,0,0,1
2d3ANxQN-0J0hR2tYCEtMw,0,0,3
2d3jZqkqITXBpFJmG3Cbrw,0,0,7
2dASpw_LFMFtov-C7jusWw,0,0,0
2dD1djcdCaurRyEHf-2Cag,0,0,1
2dDdRpfrwFjRP5Z3gSc8Bw,0,0,1
2dFFiX-csU5ZvTFCe_Kxag,0,0,1
2dNZiSKr5SImVwNDq7-ZcA,0,0,0
2dP8ZTMC_fopdAWuhleNeg,0,0,2
2dms6x6p0f6aNQpQZZU84A,0,0,0
2dqnEDNAnfpYrYrjbuHBog,0,0,3
2dwfOjjHjSMjIUY9KVuIlg,0,0,0
2e05OY4_2nQqmv24k2FPoQ,0,0,1
2e0VrDraYhq9g-u91THojw,0,0,1
2e4z-7IodiQI8wemsZxDGA,0,0,3
2e5cSxcvUmvcBD7VGamSFw,1,3,5
2eTHtNjtXCHkVr5xncaMSg,0,0,1
2emJ6GL7IhFhpKay-46MXw,0,0,0
2er4cv4AKd_4VJstz4Bt6Q,0,0,0
2erlzsSFpUjHwpWJH9_ibQ,1,1,1
2eugWzI_E418zjQtktXZZg,0,0,1
2euube7pCiG8jFaGsXeEyQ,0,0,0
2evE6GPHAcOsTU26wstg8g,0,0,0
2f8rzNOnlfjbrAB0IUu5hQ,0,0,4
2fApMUJ12FWx3ZNQyBmpBA,0,0,4
2fEZq208YJPYjrYaL7qd9g,0,0,4
2fGfpwoxMmMzJxjOqcr6kQ,0,0,0
2fLoo6nvIZt8D7hwnUAyPw,0,0,2
2fNkUVhvZQJrDWb1z-zkKg,0,0,0
2fVBISqlgMqBl9vSzuEkvA,0,0,1
2ffDtNnJP5Cdq3f1eFrcCw,0,0,0
2fk5R5oPO7nUsYNuZPAB_A,0,0,0
2foqH2se48F6em7uGD2HaA,0,0,0
2fs00qb5c7AC6huMzBoSOA,0,0,1
2fveQWqoY1R15kXtXcszsQ,0,0,0
2fzyeSe_Cd4rl48H4V0qLA,0,0,1
2g1YHuCGwHMUzKugKlaeWQ,0,0,0
2g6gDl8wULD5VECka1idMg,1,1,3
2g9jENt-vrC5DW38EUhhZQ,0,0,5
2ghH629tLRrEp1z_9O0-QA,0,0,0
2giGXuMtgMT1CyvQIhwRoA,0,0,0
2giKILJR6xZd9tK87MQlCA,0,0,1
2h4aVcvtKm8cB3vFnpFPNg,0,0,3
2hEPXR7QH_1pBf9B9Nys4w,0,0,2
2hUqvjmAhwqh7uavyh7hrw,0,0,3
2hVtR3HnVmnYUNO8bfcfeA,0,0,1
2h_FWdJj4_3Hda9wl5STTg,0,0,1
2hjcrGPPRq8irEsY2u-z5Q,1,1,6
2hszTz5qXeWehu1SxEI2lQ,0,0,0
2ht55PNU1Lz6Gy_c5YFRzQ,0,0,1
2hvoNWKlQkfrC7_jNx80FQ,0,0,0
2hvwN7vJpAinTNxI87CZSA,1,1,2
2hwb1ygycrtSuUowbNwHgQ,0,0,1
2i1ZdTfjjdZeiCr9-usWXA,0,0,0
2i4v3tVrdGtR1tRuwWDJlQ,0,0,1
2iO4RbVePx56ggtdAH35lA,0,0,3
2iOB6dIc1k5wEyVORNpJKg,0,0,0
2iWCNCvSDEoe8FEuCusp5w,1,4,10
2ig9f96pBQrwof6-Aq4d7g,0,0,1
2im6vvB88eAeOia6O9v9wg,0,0,2
2j-EdgZRhPGgrB_NA7f8vQ,0,0,0
2j0QtNjoJFrC06HzteeYqQ,0,0,0
2jC1Sc0DGAPGo3OPnODCkw,0,0,2
2jGPN2tpTxyCJ7arEBU7CA,0,0,3
2jLRd-lqU3RR7FOY62ie4A,0,0,1
2jQQjape8qgyD7ja9NdVaA,0,0,0
2jYqkxAqZ1BmoTmain6VNA,0,0,1
2jbOE7sZGXeH7-K32q01tw,0,0,0
2jeY-KQyGx4RfTSbznb5TA,0,0,0
2ji6aY_e7gzMaq-cttcr8g,0,0,1
2k94CO65zZEXCrHThswacg,0,0,0
2kfyqeUB6xS-DPm1hNrl6g,0,0,0
2ktPmmr9ymQHWz08LcI77Q,0,0,1
2ktVn9YAER5kRNvG5Vp4hw,0,0,0
2kuS27CVgolRlxmOBZ7Phw,0,0,3
2l4lSl0H_t6tmcNgcvq-Zg,0,0,0
2l4o923wngPPPeByS28GTA,0,0,5
2l9hw7OF4LORfeue7YwXdQ,1,2,5
2lc_KwHIIUh1GgBLHhZ0gw,0,0,0
2lf9virxBnBT6vD3nStoZg,0,0,0
2lqKMqN38x7kFb7uwcblEw,0,0,1
2m6I7m135qKRdqHCrFNIRw,0,0,0
2m8ppwV25lp1JCfwJiX7QA,0,0,1
2mIK0YfvIWCEqgU8Z6bjrw,0,0,1
2mLN6CPI71QKbepEbkm_AQ,0,0,2
2mLY4jzKzK4CUPNdjtKZVw,0,0,0
2mM5wFIbPjtugSResbqmMw,0,0,1
2mRxcQX50ykEPF08qjRAug,1,1,1
2mV1XwuPgGM2XnndYaRx7A,0,0,0
2mWA1VWze4cPPVl4C5exUA,0,0,2
2mWfwJ_qePc9ufDmt9NuCA,0,0,5
2mfPdEuNOr7bxhVe337amw,0,0,2
2mi6upyiDcmBiF3_pD9CDg,0,0,2
2msURt8FARNP8Ire0w4FDw,1,2,11
2mvKUwxrVHAQSQui37xdtg,0,0,0
2n0aWxxCcfNmyN8iHCk1pA,0,0,2
2n33Ush4h72AZVFz106sSg,0,0,0
2n6f5y5U5hs8ArfHgLmvzA,0,0,1
2nIu400K-YHbr3oh2ZPtBQ,0,0,1
2nK_i1wHGjie-ZnI0GrktQ,0,0,3
2nS6W8Zs5YZpTqsP2c73YA,0,0,2
2nchLcCwC3wGm1tnrbt-YQ,1,1,4
2nfMD3g0s9LUzBul5dluLg,0,0,0
2ng4PAJ-zV1Wa6JxTm2ITA,0,0,2
2nin-nE-HyFGQ1-YRJEzFA,0,0,1
2nl_QDx9sl6_Sy_iWll7Aw,0,0,1
2nmd3tN_gPrRpxUIfDSqAg,0,0,2
2nnlAxHinZfNYXaBvmbmcw,0,0,2
2o6zJBpUQl-p5-rMOEHzDQ,0,0,2
2oJ95MJKeOwi71DMy1zZIQ,0,0,1
2o_ghhGFeWru17NuBHf1iw,0,0,0
2ogDdjwUkS_bSzsTJI9PjA,0,0,1
2ohy7PfoRCR_xD-6FUEVdw,0,0,0
2ozDfDrmPH5ciYo80Dv4OA,0,0,1
2p-5E1i3yJubZ8eCIGNl1Q,1,2,3
2p7CnHToSr3TCWnhDli0pA,0,0,3
2p9Fo67jhRWn06UTtVXOIA,1,1,1
2p9q_uLoXwzNjAi7xjmQeA,0,0,0
2pE6JkRtkEsdx3N9u4pzCw,0,0,1
2pK-6Pe6dahjhtNg3dt2gg,1,1,6
2pSr-2ySfZeXOwZvkFTXrg,0,0,3
2pTbLV8dY-2i_jVvjuATJQ,0,0,0
2pZxmx1fHsr3QNS79gRs2A,0,0,3
2poL2Jo5e8R5mYy9aKoOKg,0,0,0
2q5VWfHhJevVtxlrh5EM6g,1,1,6
2q8ufDa_Ep0joMv76ANXXg,0,0,2
2qBS9MZjp3RJl1Tw276g6w,0,0,2
2qPfRGdZsXPKNTVhNOJfJg,0,0,1
2qVy3gI-eAfwUaCo6AGfow,0,0,1
2qedJi0k-lPkPLiWS3A53w,0,0,0
2qmbFz56xGeAC9ln1_iKyg,0,0,0
2qzI0JFPuTuRVU-KAg1HBQ,0,0,0
2r-827ZNK8TzjYMLzOSgDQ,0,0,1
2r4BIIUl0Di4aRg8leDbPw,1,3,3
2rFJLOufO8rXSyZsw_pzmQ,0,0,2
2rL3-3OR8LP2ZIi_IUguWg,1,1,3
2rb34X6yshHEeeGvNfNTug,0,0,1
2rjEv6rr7PxHEWGaEIg0Bw,0,0,3
2sH0LPGGid3J0L87h66tIg,0,0,3
2sLqeL8AHd8nu9FzeO0eOg,0,0,0
2snNVA0GP6LJi4BaztQxog,0,0,1
2spTqxF_niwOVUdj9-dJmg,0,0,3
2srIbHOhcyVxEQciV3l5-w,0,0,1
2sxql83jMB777hNIS_lJVQ,0,0,2
2tAtGwvbiRDkpZzQjmJE-w,0,0,2
2tDef3I8Epe1n6RY5PqPtw,0,0,4
2tIOyNEjKhXwpeW7c7Nnhw,0,0,1
2tJE5mleQW7Vh7PDsxYXzA,0,0,2
2tRY7PPUPwlS3IpIU2ps2w,0,0,3
2tXKZEr_Q_NS3uI4J-QgNg,0,0,1
2tcZqsXbdwhcUNKj1Ldq_Q,0,0,0
2txL449vix-dUaHAMqvmvQ,0,0,1
2u2I5JrFnBWy5lPjSsPUXg,0,0,3
2u9Ty1fojaXWwtGzqZZmkg,0,0,0
2uNFdPGClH9Gdue9bnjosQ,0,0,0
2uNG5sMnAwYsP3gSP96QYw,1,1,3
2uRZ_vMMbpeXkXOerSmTvw,0,0,1
2uTjeyyyke3C2LTJbxWWjw,0,0,3
2uZWskqkGwx3_Bg7Ss-Yuw,0,0,0
2uZuNvOs3ntklIFTkWZjOw,0,0,7
2uhkRB4tmaTSgw0YLNPo6Q,0,0,1
2unOBfS56m_fcvlMN4Wmbw,0,0,2
2v55CbcCr7XMvpDHl7eGEg,0,0,2
2v8L6lQEtRJx8wS0OJBsgA,1,1,5
2vJl7Oau9tPvkxSAcpeciQ,0,0,0
2vVe6ItssgrY-jaWNhLdHg,0,0,1
2vZXzGkAhdZYRMZszYT3rQ,0,0,0
2veRwvLxdMXNYanh_yKCJw,0,0,1
2vkBKILmqhuJsO_hj0L4Tw,0,0,1
2vniG-4FTM4_ll8_L5vK3A,0,0,0
2w2KTS0mPibZ7HFzMBLE9g,0,0,2
2w2iiCS8ruZ55op9PfRE-g,0,0,2
2w68Iz2r3JY6wgJqPd_GGQ,0,0,1
2wDnNyS5Drisfou6NvVKqw,1,1,2
2wJ1OuOExOm4q8Ko34TA5A,0,0,0
2wJtT9V34jfO5GjcyN2JNA,0,0,1
2wPu9kmJB0QVvdaAOe0LAw,0,0,1
2wQQLGoQjC5d36dEM6X_rg,0,0,0
2wVJEsPV6hfRVm_EwI3Jyw,0,0,1
2wmUigQNnMj3d4xJmUZ3YQ,0,0,0
2wnQp46U6ukK4atVv5l7fw,0,0,1
2ws0tzF8KVdhX3a6M4g_RA,0,0,3
2wuuUKOphSF2swNjlFmHfA,0,0,5
2x-2LGulQqBsWtBKm_FyrQ,0,0,2
2x-HRq6Y20JozR8x3Mu07A,0,0,0
2x2ATScAYSg4sa60HGHcTA,0,0,3
2x2zkJ-q50-wV97rjYfjIQ,0,0,2
2x42g5eCpRK6aBUhgmMegA,0,0,2
2xFRcMsx2grj07ATXUqs3Q,0,0,6
2xG-nAWDmL6hJjnnBjl3XQ,0,0,0
2xIhMEC2yboCrTqGlI0rZA,0,0,0
2xM1XIppErsw5GfJAvsKZw,1,2,4
2xQLeY8d1fPc38gS1AMuSA,0,0,2
2xb8IdTY5kJaL3mcefolNg,0,0,0
2xk_-_NVqp69qpFu6evPUw,0,0,0
2xmpjzkJuDMg59CVIqRPGg,0,0,1
2xp9nkti7emZ6zzwxukBeQ,0,0,4
2xzWrDbaGCDD-L54YsKofQ,0,0,1
2y5k6RNlPETrPmqCHvppBA,0,0,0
2y7M2am8xFGeLDLrGGXklQ,1,1,1
2yPXGnYOYgkytKq3FLb-NQ,0,0,1
2yVteAetxq65_SSQOwSdwg,0,0,2
2yaUUvJHKTyKObz5Q-NOmA,1,1,5
2ya_zGVvl-e-4QmsEVxCSg,0,0,1
2ycSbt9o8l7MiZGtqqm9Hg,1,1,3
2yjggkrnuW3ADRA5VeFsUA,0,0,2
2yomGV23v2oZaLqCupcSBQ,0,0,2
2z-GSADjUigrahgGhxYfMA,1,1,1
2z3l0kBlaaRdpu7LL-d7kg,0,0,0
2z5Q0F7GyUM2U2NWnFfOtQ,0,0,0
2zFjWpLOyZlWl2tFkwZa-w,0,0,3
2zJ_DW6NHGn62bUCMabYQQ,0,0,3
2zNgKsuHsP0F5BEvUBaH9g,0,0,0
2zTMpQSuNOrKcX7rfqveIg,0,0,1
2zdCGFxwdwZrrGAQprKIFA,0,0,8
2zmOQbFBk_W54gZYS3GmZw,0,0,2
2zuIjSEPbVYE839KQEsYUA,0,0,0
2zvBzNI6gwy-eP4VYNPm1w,0,0,7
2zxDOiqp5HDDWNzPeJSTEA,0,0,2
3--9aUsYvuz6qU0QrJhL3Q,0,0,2
3-2o9E_DtRIMoHaq1cJIeg,0,0,6
3-6LHLOrA7G8lLdVWRRNMg,0,0,1
3-8Jtee-y8qSo90Y-CHEKA,0,0,0
3-Ayot3xYOoIZGsXCss-aA,0,0,1
3-DpQcghIEb3Y49s9ZnYvQ,0,0,0
3-ECAy6DRllEzGycpPqzXw,0,0,0
3-KMcBDw4ncRPDsBogCqdA,0,0,0
3-VZaSvCWtxivDZ1dYJoXA,0,0,0
3-cfksntaZ9X3PZu7Tv2uA,0,0,1
3-hhCDLkIn8L1GHmOtqrFQ,0,0,1
3-pENEqHtN5X9lG8tSXg1Q,0,0,2
3-y4YD163vxcKCXeufOyYQ,1,1,1
30BwC2XGhh_ghFYiRgWIsw,0,0,0
30FWxmljO4rjJtAmZp_IbQ,0,0,0
30HlBXqHllu6tXU1y9VWWA,0,0,2
30WPtFScsT1icD4JmLsy0A,1,1,2
30XVkVKDYN8UUdGc_QVncg,0,0,5
30ps-TR49xfvRQX-l8fI3A,0,0,2
30q1Ux8fbVUWaglxGNAphA,0,0,1
30qiRjyMhIBUzLWuhJosTg,0,0,0
30wYSu0k0fTC_bVIG6BVpA,0,0,1
30x8Wu72d5OIG54rrsXglA,0,0,0
3107BkD70V6x05-Vu3YQuA,0,0,0
31D9VExrAfDb1WSrCiq9RA,0,0,0
31MkrJpK4IsS_AuRDNmPXw,0,0,1
31NCAVeTlIuiYaSr5a1rzA,1,1,3
31PrRz47zdwyJ-qW8YZvhg,0,0,1
31buy6hGd9ufumGdIWQjjQ,0,0,0
31fLUAJcwQOGbEJZneJIwQ,0,0,2
31mklz-79nNt3hGMqs9tKA,0,0,1
31nF_Bl8w9cF22ypU9zbtw,0,0,2
32CRonTFY4A7zlDmSxqJYw,0,0,2
32FUkFzHzmaoLaS_ZFZ6Fg,0,0,1
32QZz6doAAz2Zg4CVMjxSg,0,0,3
32SgDYgJ3XUWYUuIXzPK1A,0,0,3
32UIr4YRx6_OXkMzJIA-gA,0,0,1
32e2-fiOfRGH-aOi_FhGwA,1,1,2
32nByxgH1qCSEz6w1h7uMw,0,0,2
32q6hugDsAxfgNN9D-lPpg,0,0,1
33GK6MIb1lX0NCE_RWlNQQ,1,1,5
33JG8C46xENCXYU68zQXEg,0,0,4
33cHfIIVSZj4ktOyLbSPbQ,0,0,1
33cKn98SjnZB8l2Uau93ag,0,0,0
33qV9xJet8EKNbIVfe6RpA,0,0,3
33r6xtQFMB13wJRUFqPXVQ,0,0,1
33rzIvAlVdlsKv2IuHA5-A,0,0,1
33vom4TEqkcVNPNc62vZFA,0,0,4
342tfK8GZxcAoY1YFUuo_A,0,0,0
343m82-0rZlS6mAY7KxDTA,0,0,1
3494pVUQ3xZRZ4JjL6uE4A,0,0,0
34JN0bGGZvRpCIsqC-D7Hg,0,0,0
34RG3fR_4ZfTwQj2iZ4Byg,0,0,1
34aZ6Qp2GsIqTwDzdichvw,0,0,0
34byd0ITr1qEJPNt6y-1ew,0,0,2
34fkESCUiFkuhMSYTcFDPQ,0,0,3
35IOWpXMYRq0zlEzlM_Btw,0,0,2
35JgNy-TlVnc4PCBzuWRug,0,0,3
35auHw00OWPPa63tfHQG8A,0,0,1
35fJoON74eX5mt73zY5YHw,0,0,1
35hwqnr04cSTeqgYReqX1A,0,0,0
35mrwP829YrlMRuGOeLb5A,0,0,0
35yQP9ggl7kHsw0Ybmd18w,0,0,0
36KMWllhWcGyV80SdMT39g,0,0,0
36LvIR-2liyjf6t3f8Gvxg,0,0,0
36QvvB3bwuLngb6G4oS8Qw,0,0,4
36VbvmkHb5MQqd6FzbM6hA,1,1,3
36a6pjREQyAIwgpryjQSrg,0,0,1
36wOATNkAIuoMH77GnfFLA,0,0,0
37-L0gTyeBFrTG0-Wf4bBg,0,0,2
370Wn7s1_0tRktjiuDDKSQ,0,0,1
37EMUIG_3WeA97EDaxH1ZQ,0,0,0
37H9iWBUGzdcBZEqrLAbHA,1,2,12
37INudmLkyN6Ba3nkDO7pA,0,0,0
37Joz1UBMU_DhnVQGvDEqw,0,0,0
37aTUgTmO3YqnIs3wPP2gQ,0,0,2
37cHyqIMuCUVtwiJHfgV5w,1,1,1
37ctNK3d6EFmfE4tWP1mgw,0,0,1
37kZnt_XKxY-oEIr0aC23Q,1,1,1
37mhyhHWT5JWbYOMC36Y4Q,0,0,2
37qA8BJ089YQNx6XZ-VnYA,0,0,0
384xsjYfVqR3taItht5a-g,0,0,0
386ZawFHu9So4AQGCq8RUw,0,0,1
38JF8vDoLmG1lxU-qu6BQw,0,0,1
38OhGW-9cBzD9cec1z28ew,1,1,3
38VQT6I_S-Zvgu3cZIHG-g,0,0,1
38_OiuQSFP54GEtczD4h1Q,0,0,0
38aZGNMVQnHcx51Q95Rvcw,0,0,0
38dfOicCQMqlG4fqHKBdcQ,0,0,3
38fdn4Tx7f2J22pbDH99Lg,0,0,1
38i0XbsVe53zbwzyHvyRrg,0,0,0
38scqp4_Q0m_PjE1DW3lTQ,0,0,0
38tjOSkkzkphOPLpMFI0Nw,0,0,0
39N4cXhAion3PQeQFpnk0w,0,0,2
39Vdudr5XB0_LYjp-F1ICg,0,0,2
39VnQn9n7L2naNBzU0fLfA,1,1,4
39WEzWp2w4-epaxlHt8hvw,0,0,0
39nbJqeNkDpvXRPnv8Vvzg,0,0,1
39rQ-FGxq4vIDcQL5YnE8w,0,0,1
39yddyN5LTINOzCklRzuzw,0,0,0
3A-PkNMHsHtP32b6aRpARA,0,0,2
3A-mi3lAK1DA2aOosrC_mw,1,1,2
3AJsaghajMAvKfnVSGGrZw,0,0,2
3AOGN5YJJkSToiSvCNrcyw,0,0,1
3ATJQlFfCD-2wZOhdFIEIQ,0,0,2
3AXqkzAmlzWmyoU4JczZzQ,0,0,1
3A_pZNO5IQpQfJnAEAAB5w,0,0,0
3AcLcogMP5rcmKtdYG1PzA,1,1,1
3AuIt3aQpwFAI5Iioh9AHA,0,0,0
3Av8HvJprhqfpMJNxwNkrw,0,0,3
3AyyBJ1FEelt5D8O0gk1mw,0,0,2
3AzBNTPQd1NHH3GblH570w,0,0,2
3B2awVtUM7TW2IE4na_SNw,0,0,2
3B38wX-lygB5ZppHcjbcsA,0,0,4
3B7fYN4VL1Wq13OssIBvlw,0,0,0
3BFdi3tCdpUSOCD2J1sGXQ,0,0,0
3BIUohH3uHYwV0rWIlx9JA,0,0,0
3BPtcVfG1wRlDUKiVLdm_g,0,0,0
3BaI4DmtoLu0Bm1Ck_kn2Q,1,1,2
3BdAjdlkyo7cm1sR7izPog,0,0,2
3BjRymICmTnQSL58RBkPxQ,0,0,1
3BrKjn_RM_1vGEUHC9a9PA,0,0,0
3BuCMnkKO0eyOHMY5-KwfA,0,0,3
3Bvxxj3cmTQ63rwm30TOpw,1,5,9
3CVuOfHWZ4ewtWH4rfe3KA,0,0,1
3CfTVaTn1-K_LbpP421khQ,0,0,2
3CgRBHIRRJxNRLRAi1t6wQ,0,0,0
3Ck1Hve6FI_1GbdQb381oA,1,1,7
3CkNSMrrM7QufoJlpMVx2Q,0,0,2
3CkesMYM4L226r2cfDxeWQ,1,1,3
3CpsEgYn94AZAF0Yn22oPA,0,0,1
3CvRPVxSNNveMcNiSNdBLQ,0,0,0
3CyAbRcQVZiRugaw3jYPtg,0,0,2
3D0rvO6yheoabEYGuVXW7g,0,0,1
3D5fLqzUaMN05UKW9a-ADg,0,0,0
3D8q3BV8d3OoOYojBbhamA,0,0,2
3DE0JMi0K8CrMHH17wU_Gw,0,0,2
3DK8keHYtAOKm5q1ZV25rA,0,0,9
3DMuwfxNwfu7Sb-sE4muIA,0,0,2
3DOlOBivJ3o-n0U6UZwG4Q,0,0,0
3DQUgfibyg-RQ-2_HyPWyQ,0,0,0
3DWxMeiS8q_AMplRcIL8-A,0,0,0
3DYK5G7ksuTlO3MF3_xULQ,0,0,1
3Dghbu9Nv7o0huJNbT9Qkg,0,0,0
3DtEchDc9HqQ6aC2AurnMQ,0,0,1
3DxkcDHmsYB5JK9Jhm0zKw,0,0,0
3E0uy7AGjkB3PSKCHuvA4A,0,0,0
3E6HQB5S4Z9euiG-7U8M3Q,0,0,0
3E6yXhP2-5UbL9i4AxA_2g,0,0,0
3E9MLoPLE7WbX0Gmv2rZgQ,0,0,0
3EB8KHh76LwD6pGd0DuNpg,0,0,1
3EDUByOnHaGI17hbLCP2Lg,0,0,2
3EKtrWaMKotijmZ1-fRw5g,0,0,1
3EYEJCoRhBlMUUt9WPRORg,0,0,1
3Ei76qyjZWoEV0Mj7W2HdA,1,2,6
3Elyw3DhDU0YYA-ChRNQKg,0,0,0
3EuTX7v9fvSyTpY6afHsTg,0,0,0
3Ezlj6maQjOtu8ALTy7WKQ,1,2,2
3F6uquqFPEzOIsNcM95GnQ,0,0,1
3FQNLifbWWJtjX5GYy4vow,0,0,0
3FQcioqqk-n2yDLvA8wDTg,0,0,0
3FXO4pgrnP3hqCCw4A8kZQ,0,0,0
3FmbVgYjBzb4T2MdBVuyhg,0,0,2
3FuzeS0o1n2cZOX_EnPfyQ,0,0,1
3FyAUdVivUKxR4ot93QOlA,0,0,1
3GASAl_W2D159_cUge6gCQ,0,0,2
3GD4ZVUN_F16XgSSvk1niQ,0,0,0
3GE_ORjtKfgsNE3tPwC7PA,1,1,2
3GF5egJaxr1kUTesmcvKLA,0,0,2
3GPLX7IyCIFkhxWEkMaT8A,0,0,1
3GT2KXrzN6LYBkHjUY2Cuw,0,0,2
3GW4mPO6MIAQuNABWdr-VQ,0,0,0
3GX5c3JxWryiAMKyVpzC4w,0,0,2
3GZ8GPgxR39GgpKAyj1h5w,0,0,0
3Gb7yWrYQ6UYozB9bpmrmg,1,1,1
3GeTaGCskNbfjs5J7PHDXg,0,0,1
3GhEqPBHielSl_RFaNPXFg,0,0,1
3Gncm0WxBtISOY27F-Hnaw,0,0,0
3GnsIVjL4bgjvpN0T3PbsQ,0,0,2
3H2ZNAfJiOmyL1B9ckrp4g,0,0,2
3H30AJJ6nCQ4ju-WRxV0RQ,0,0,1
3HHNT4PljKJXaFOLCYJusA,0,0,0
3HN-dRzVDWNWDugazUviPw,0,0,0
3HPuNduWKhW0Q-5ckLhPxw,0,0,4
3HV4DzFStFRztiUM00NdMg,0,0,0
3HmCVWIFtKRDTy8kU8klvA,0,0,2
3HoX5MyxT5MaS18I7dCq-g,0,0,4
3HzMjuaJ4mZcUP0dHkxJgQ,0,0,1
3HzlJLWx_3ocDuDzk9Mqvg,0,0,1
3I-WAJO83I9qZfiUEiIIHw,1,1,3
3I2tVVHosrQzmzJD9m-uRA,0,0,3
3I3YxdArwn_usV0-Y0h2YQ,0,0,2
3I3hjZQyikG1TnxAtmJrxQ,0,0,1
3ICMt0vF2nfJWGi6Y_v2vw,0,0,1
3IFh1H-fZF0MvIi4PmrkIw,1,1,2
3IH2Cz4QJ6u3pEdjYFandQ,1,1,4
3IU4tu6y64z_EbTwhyQg0Q,0,0,4
3I_jxYLKl71Z709_XkMMsA,0,0,0
3IcF2NKwJ5taVppu-ZPG1g,0,0,2
3IgDxpZltEd-WKPPZgmspA,0,0,1
3Ii9Bm5mNtfkBznQfprrKg,0,0,2
3IusDP4lCkI6BcaM8WvD7g,0,0,0
3IvJaGDGgFlNkxlH27mEzg,0,0,0
3Iwlx5iqPOjp9mEEl5FdTw,1,1,2
3J-kESc7rhnKtorMj_IXxA,0,0,2
3J2gcsbhABM7cRvL-FEdwA,0,0,5
3J6mmrwgA0PgLGCEESPrtA,0,0,0
3J7ymKNfKVveeAJuSzVnyA,0,0,1
3JH9KIqbb79iHKHd8Isqqw,1,3,3
3JKQBcBEReV5Zk1BdwS3XA,0,0,0
3JLANtYKc9z8NvwuR5H2jQ,0,0,1
3JLv5z3mxC6hOC9HK_8Uog,0,0,2
3JRfFWt-LaIJBqh6q2iv3g,1,1,1
3JUCnN8g4sfarb5I9i48uQ,0,0,0
3JiTvtqMLR6GjaXs_mYtag,0,0,0
3JwG0_KsYnTvq1jONAL4pQ,0,0,2
3Jwj3w1tXPwdAXLoxAdvPg,0,0,1
3K-b-DVCHPJnCow2NIP7-Q,0,0,1
3K-eMHPA9dzBZn6GaUuung,0,0,1
3K69lpDaisJmWMEvjCWA9A,0,0,1
3KIZfTdWpV-RntKDkiwdHw,0,0,0
3KQ1stGnldoC7nHDojeslw,1,1,2
3KYoIYZ8JLfyfzwkrs5vWA,0,0,1
3Kci5nFXNeaPv_bQnQrtoA,0,0,5
